nom,date,temps,rate,vote,resume,cover
Conversation secrète,1974,1h 53m,7.7,130.0,Un expert en surveillance paranoïaque fait une crise de conscience lorsqu'il soupçonne le meurtre du couple qu'il observe.,"https://m.media-amazon.com/images/M/MV5BNjQwNmQyNzItNDVkYy00M2YwLWI1MDEtOGM5NTkxNDRmY2ZiXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Kingsman : Services secrets,2014,2h 9m,7.7,749.0,"Une organisation d'espionnage recrute un adolescent de la rue grossier mais prometteur pour le programme de formation ultra compétitif de l'agence, alors qu'une menace mondiale émerge d'un génie technicien tordu.","https://m.media-amazon.com/images/M/MV5BMWY5MmYzNGMtMzFjMC00MTUxLThjNDYtZDU4NGZlYjhmMDBkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Wind River,2017,1h 47m,7.7,295.0,Un ancien chasseur aide un agent du FBI à enquêter sur le meurtre d'une jeune femme dans une réserve amérindienne du Wyoming.,"https://m.media-amazon.com/images/M/MV5BNTFhMjEwYWMtNjZkMi00OTA4LWFhOGQtM2Y4MDA4ZTE5ZGEwXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Zodiac,2007,2h 37m,7.7,632.0,"Entre 1968 et 1983, un dessinateur de San Francisco devient un détective amateur, obsédé par la traque du Tueur du Zodiaque, un individu non identifié qui terrorise et se déchaîne sur la Californie du nord.","https://m.media-amazon.com/images/M/MV5BNDVlOGJiYTAtOTcxNy00ZGY2LWI5OGMtNzk3M2NkMGRhMmVkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Et... ta mère aussi!,2001,1h 46m,7.7,134.0,"Au Mexique, deux adolescents et une femme âgée séduisante se lancent dans une virée en voiture et apprennent une ou deux choses sur la vie, l'amitié, le sexe et sur eux-mêmes.","https://m.media-amazon.com/images/M/MV5BY2E1ZWVmZjgtOTMzZC00ODRkLTg4ZmMtODIyZWU1ZjI2ZmI2XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Ocean's Eleven,2001,1h 56m,7.7,643.0,Danny Ocean et ses onze complices envisagent de braquer simultanément trois casinos de Las Vegas.,"https://m.media-amazon.com/images/M/MV5BZDQxYzUwYzYtMTNjOS00ZWY1LTllNDYtYTk1ODlkNTljMGUyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le secret de Brokeback Mountain,2005,2h 14m,7.7,399.0,"L'histoire d'une relation interdite et secrète entre deux cowboys, et leurs vies au fils des temps","https://m.media-amazon.com/images/M/MV5BNWI5NjQwNmEtOTBlNS00MjNiLWJjMDktMDhmNzBhM2NhYWVkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Mr. Nobody,2009,2h 21m,7.7,251.0,"Un garçon se tient debout sur le quai d'une gare alors qu'un train s'apprête à partir. Devrait-il aller avec sa mère ou rester avec son père ? Des possibilités infinies découlent de cette décision. Tant qu'il ne choisit pas, tout est possible.","https://m.media-amazon.com/images/M/MV5BZDBmMzUyZDItZGZkZC00Nzg3LWE0ZjktZDg0Y2Q0NzVhZDdmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Les Banshees d'Inisherin,2022,1h 54m,7.7,277.0,"Deux amis de toujours se retrouvent dans une impasse lorsque l'un d'eux met brutalement fin à leur relation, avec des conséquences alarmantes pour tous les deux.","https://m.media-amazon.com/images/M/MV5BNGYzNTcyNzItOWQyZi00NTQxLThjZmItZjA3MmVjZWQ4OTY3XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Captain America : Le Soldat de l'hiver,2014,2h 16m,7.7,930.0,"Alors que Steve Rogers peine à accepter son rôle dans le monde moderne, il fait équipe avec un autre agent Avenger et S.H.I.E.L.D, Black Widow, pour lutter contre une nouvelle menace de l'histoire: un assassin connu sous le nom de Soldat d'hiver.","https://m.media-amazon.com/images/M/MV5BODlkZjZiNzItMjU0My00ZTZiLThjMjEtYzRmNzliZDM2MTY2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"Maman, j'ai raté l'avion !",1990,1h 43m,7.7,693.0,Un garçon âgé de huit ans doit protéger sa maison contre deux cambrioleurs lorsqu'il se retrouve malencontreusement seul chez lui pendant les fêtes de Noël.,"https://m.media-amazon.com/images/M/MV5BNzNmNmQ2ZDEtMTc1MS00NjNiLThlMGUtZmQxNTg1Nzg5NWMzXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Mission: Impossible - Fallout,2018,2h 27m,7.7,393.0,Ethan Hunt accompagné de son équipe de l'agence Mission Impossible et de quelques fidèles alliés sont lancés dans une course contre la montre suite au terrible échec d'une mission.,"https://m.media-amazon.com/images/M/MV5BYWM0OWZlMzYtZWRjOS00OWZmLWJiMmItMmY1MDg3Mzk5ZWIzXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
The Game,1997,2h 9m,7.7,450.0,"Lorsqu'un riche banquier a la possibilité de faire partie d'un jeu mystérieux, sa vie est bouleversée lorsqu'il ne parvient plus à faire la distinction entre le jeu et la réalité.","https://m.media-amazon.com/images/M/MV5BZWY1NjJjODktMjhlOS00ZDBlLThjNTMtN2YyMWRlYTg3ZjFmXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Lost in Translation,2003,1h 42m,7.7,509.0,Une vedette de cinéma dépassée et une jeune femme négligée forment un lien improbable après que leurs chemins se croisent à Tokyo.,"https://m.media-amazon.com/images/M/MV5BMTUxMzk0NDg1MV5BMl5BanBnXkFtZTgwNDg0NjkxMDI@._V1_QL75_UX140_CR0,4,140,207_.jpg"
La vengeance de Monte Cristo,2002,2h 11m,7.7,154.0,"""Un jeune homme, faussement emprisonné par son """"ami"""" jaloux, s'échappe et utilise un trésor caché pour se venger.""","https://m.media-amazon.com/images/M/MV5BOTA0Yjg0NzYtNTAzZS00YTQ0LWEzNGItNDA1NzQxZTFlNDMxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Des hommes d'honneur,1992,2h 18m,7.7,301.0,"L'avocat militaire et lieutenant Daniel Kaffee défend les Marines accusés de meurtre, qui disent avoir agit sous ordres.","https://m.media-amazon.com/images/M/MV5BMmUwNTQ2MGItN2QzYi00ZWQ5LTk5ZGQtNGY0YjE5NmY3MDlkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
X-Men : Le Commencement,2011,2h 11m,7.7,744.0,"En 1962, le gouvernement des États-Unis demande l'aide de mutants dotés de capacités surhumaines pour arrêter un dictateur malveillant qui est déterminé à déclencher la troisième guerre mondiale.","https://m.media-amazon.com/images/M/MV5BMDM1NmVlMjUtYzk2MC00NGUxLWI0MjctNWU0MjkyNWI0OWZhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Harry Potter et les Reliques de la Mort : partie 1,2010,2h 26m,7.7,628.0,"Alors qu'Harry court contre la montre et le mal pour détruire les Horcruxes, il découvre l'existence des trois objets les plus puissants du monde magique: les Reliques de la Mort.","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_QL75_UY207_CR0,0,140,207_.jpg"
Mulan,1998,1h 27m,7.7,330.0,"Afin de sauver son père de l'armée, une jeune fille se rend secrètement à sa place et devient l'une des plus grandes héroïnes de la Chine.","https://m.media-amazon.com/images/M/MV5BNGY1OGEwNDEtY2E3OC00ZTllLThjN2EtM2RhZTZmM2RkYTFhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Happiness Therapy,2012,2h 2m,7.7,758.0,"Après un passage dans un établissement psychiatrique, l'ancien professeur Pat Solitano retourne vivre chez ses parents et tente de se réconcilier avec son ex-femme. Les choses deviennent plus difficiles lorsque Pat rencontre Tiffany, une fille mystérieuse qui a ses propres problèmes.","https://m.media-amazon.com/images/M/MV5BMzFmNGVlYWUtNjdlOS00NjA2LTkxODAtMTFhY2MwOGJjNDZmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Qui veut la peau de Roger Rabbit,1988,1h 44m,7.7,225.0,Un détective qui déteste les dessins animés est le seul espoir d'un lapin cherchant à prouver son innocence alors qu'il est accusé de meurtre.,"https://m.media-amazon.com/images/M/MV5BMDNkNGNiNzQtYjVhNS00NzBkLThlNmMtZjFjYzg3YTNjNGVkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Peur primale,1996,2h 9m,7.7,258.0,Un garçon d'autel est accusé d'avoir assassiné un prêtre et la vérité est enterrée à plusieurs niveaux.,"https://m.media-amazon.com/images/M/MV5BNjEzZTk3MjAtMGRiOS00ODBjLWFhNzUtY2YzN2QxODk2YzYyXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
Gilbert Grape,1993,1h 58m,7.7,261.0,"Après la mort de son père, Gilbert doit s'occuper de son frère handicapé mental Arnie, et de sa mère obèse. Cette situation est soudainement remise en question, lorsque l'amour entre inopinément dans sa vie.","https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
O' Brother,2000,1h 47m,7.7,340.0,"Dans les profondeurs du sud des États-Unis des années 1930, trois hommes condamnés en cavale recherchent un trésor caché alors qu'un homme de loi les poursuit.","https://m.media-amazon.com/images/M/MV5BNzc0YTZiYWYtM2MzMC00YTdmLTljNTktMWRkZDUzNzBiZjRkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le shérif est en prison,1974,1h 33m,7.7,158.0,"Afin de ruiner une ville de l'ouest du pays, un politicien corrompu nomme un shérif noir, qui devient rapidement son plus redoutable adversaire.","https://m.media-amazon.com/images/M/MV5BNTI3Y2Y4NDgtY2I1NS00M2JmLWI5NzEtYTQwYTUwZGQxYzZlXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
Rambo,1982,1h 33m,7.7,288.0,"L'ancien béret vert John Rambo est poursuivi dans les montagnes entourant une petite ville par un shérif tyrannique et ses adjoints, le forçant à survivre en utilisant à ses compétences de combat.","https://m.media-amazon.com/images/M/MV5BNTdiNGZkMDAtMjI3ZC00YTYyLWI4ODAtNGY4NWNiYmNhODAxXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Apollo 13,1995,2h 20m,7.7,325.0,La NASA doit élaborer une stratégie pour ramener Apollo 13 sur Terre en toute sécurité après que l'engin spatial a subi d'importants dommages internes mettant la vie des trois astronautes à bord en danger.,"https://m.media-amazon.com/images/M/MV5BMGZmNGY1OTAtNjFkYS00MjcyLWFlZjUtYzEyMDllZGZhMzM3XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Empire du soleil,1987,2h 33m,7.7,138.0,"Pendant la Seconde Guerre mondiale., un jeune garçon anglais lutte pour survivre sous l'occupation japonaise.","https://m.media-amazon.com/images/M/MV5BNWRjYzRhNDgtYjFkZS00NGM3LWExN2UtZWIzMGYwYmRlNTdjXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Man on Fire,2004,2h 26m,7.7,402.0,"À Mexico, un ancien assassin jure à venger ceux qui ont commis une acte innomable contre la famille qui il devait protéger.","https://m.media-amazon.com/images/M/MV5BMzU3YmNhNGQtZjE4Ni00NzY5LWE3NDgtMDdjMmRhOWNiOWQ5XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
Godzilla Minus One,2023,2h 4m,7.7,168.0,"Le Japon d'après-guerre est au plus bas lorsqu'une nouvelle crise émerge sous la forme d'un monstre géant, baptisé par l'effroyable puissance de la bombe atomique.","https://m.media-amazon.com/images/M/MV5BMjc5MjllMGUtMDIwMS00ZDVkLWEzODQtM2NlMTMwMTZhNThmXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
L'Inspecteur Harry,1971,1h 42m,7.7,174.0,"Quand un fou se faisant appeler ""le tueur du Scorpion"" menace la ville de San Francisco, l'inspecteur de police ""Dirty"" Harry Callahan est chargé de retrouver et de démasquer le psychopathe.","https://m.media-amazon.com/images/M/MV5BMTkzMzgxMzQ0NF5BMl5BanBnXkFtZTgwNDQ2OTM5NDE@._V1_QL75_UY207_CR7,0,140,207_.jpg"
L'homme qui voulut être roi,1975,2h 9m,7.7,54.0,"Deux anciens soldats britanniques décident de devenir rois au Kafiristan, une terre où aucun homme blanc n'a mis les pieds depuis Alexandre le Grand.","https://m.media-amazon.com/images/M/MV5BNDUwNTc1M2MtMjIxMC00ZDZiLWFmNGUtMjA3MDQwM2Y0YTVlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Birdman ou (La Surprenante vertu de l'ignorance),2014,1h 59m,7.7,681.0,"Un acteur super-héros égaré tente de faire revivre sa carrière en écrivant, mettant en scène et jouant dans une production de Broadway.","https://m.media-amazon.com/images/M/MV5BOGEyZjY3N2QtNDg1ZS00MTZiLWFlYjMtODJiMGQxNjQ0NjY0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Taken,2008,1h 30m,7.7,653.0,Un agent de la CIA à la retraite parcourt l'Europe et s'appuie sur ses anciennes compétences pour sauver sa fille qui a été enlevée lors de vacances à Paris.,"https://m.media-amazon.com/images/M/MV5BYjk2OGJlYjQtNWM5OS00YjlkLWJlNjAtYWIzOTU5NjIzYzEzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le garçon au pyjama rayé,2008,1h 34m,7.7,261.0,"L'histoire se déroule pendant la Seconde Guerre mondiale et se déroule à travers les yeux innocents de Bruno, le fils de huit ans du commandant d'un camp de concentration allemand, dont l'amitié interdite avec un garçon juif de l'autre côté de la barrière du camp a des retombés saisissantes et imprévues.","https://m.media-amazon.com/images/M/MV5BMTMzMTc3MjA5NF5BMl5BanBnXkFtZTcwOTk3MDE5MQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg"
Une merveilleuse histoire du temps,2014,2h 3m,7.7,495.0,Regard sur la relation entre le célèbre physicien Stephen Hawking et sa femme.,"https://m.media-amazon.com/images/M/MV5BNTg1NDUwZTAtMWMyZS00NGFmLWFjZjQtMmFhN2MwOTU4NDc5XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Glengarry,1992,1h 40m,7.7,121.0,Un regard sur les machinations qui se trament dans les coulisses d'une agence immobilière.,"https://m.media-amazon.com/images/M/MV5BM2Q5NDA1ODctNmM4Yy00Yjk4LTg2ZTUtZTJjYzYyMjA2MTdmXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg"
Bienvenue à Gattaca,1997,1h 46m,7.7,335.0,Un homme génétiquement inférieur prend l'identité d'un homme supérieur afin de poursuivre son rêve de voyager dans l'espace.,"https://m.media-amazon.com/images/M/MV5BODdkNzE4ZTEtNDJkMC00YjE4LWJjNjgtM2FiMTdmYjNiOTk3XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Argo,2012,2h,7.7,651.0,"Iran, 1979. En clandestin en tant que producteur de film à Hollywood à la recherche d'un emplacement pour un film de science-fiction, un agent du CIA lance une opération dangereuse afin de délivrer six Américains à Téhéran pendant la crise des otages.","https://m.media-amazon.com/images/M/MV5BNTBkODA3MGYtM2E0ZC00NzQ3LTg4MmItYWI3NWNkODFmMWMxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
La Grande Aventure Lego,2014,1h 40m,7.7,400.0,"""Un ouvrier du bâtiment ordinaire considéré comme étant """"spécial"""" est recruté pour rejoindre une quête visant à empêcher un tyran diabolique de coller l'univers LEGO dans une paralysie éternelle.""","https://m.media-amazon.com/images/M/MV5BNWM3ZDk4ZTgtNDE3ZS00NjdhLThiMDctZmJhZDdmZjBmMGIyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Beignets de tomates vertes,1991,2h 10m,7.7,87.0,Une femme au foyer désabusée se lie d'amitié avec une vieille dame dans une maison de retraite et est fascinée par les histoires qu'elle raconte sur les personnes qui ont croisé son existence.,"https://m.media-amazon.com/images/M/MV5BNjQ4NTk5YjktNjc3NC00ZmY1LWI1ZGQtMjAzODY2MDUwMGIzXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Raison et sentiments,1995,2h 16m,7.7,131.0,"M. Dashwood, aisé, meurt, laissant sa deuxième femme et ses trois filles pauvres selon les règles de l'héritage. Les deux filles aînées sont les contraires titulaires.","https://m.media-amazon.com/images/M/MV5BY2E3NDBkY2UtYTVmZS00MmViLTgxZjMtNzUzM2IzN2MzZDY2XkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
La Nuit des masques,1978,1h 31m,7.7,322.0,"Quinze ans après avoir assassiné sa soeur le soir d'Halloween en 1963, Michael Myers s'échappe d'un hôpital psychiatrique et retourne dans la petite ville de Haddonfield pour tuer à nouveau.","https://m.media-amazon.com/images/M/MV5BOGUzZWJkMzMtZWQ5YS00NmMzLTk4ZDItM2E5Njg2YTMyY2UyXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Naked,1993,2h 11m,7.7,46.0,"Les histoires parallèles de deux hommes obsédés sexuellement, l'un blessant et violentant les femmes physiquement et mentalement, l'autre errant dans la ville en parlant à des étrangers et en faisant l'expérience de la vie.","https://m.media-amazon.com/images/M/MV5BMzczYjlkYWQtNmMzMi00YWY0LWE5ZWYtNmRkMjA1MDczN2ZiXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Collision,2004,1h 52m,7.7,455.0,"Des citoyens de Los Angeles à vies complètement diverses se heurtent dans des histoires entrelacées de race, de perte et de rédemption.","https://m.media-amazon.com/images/M/MV5BY2MzYjJhYjktMjNiNi00YjQ0LWJiNWQtOTQxOGM1ZDliYzliXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Un coeur à l'envers,2010,1h 30m,7.7,102.0,"Deux adolescents éprouvent des sentiments mutuels, alors qu'ils sont complètement opposés.","https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Gravity,2013,1h 31m,7.7,880.0,Deux astronautes s'unissent pour survivre après un accident les laissant perds dans l'espace.,"https://m.media-amazon.com/images/M/MV5BODcwNWUzNDEtYmU4MC00YWRjLWEyMTItZWU1OTg4ZTExNGFkXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Les sentiers de la perdition,2002,1h 57m,7.7,292.0,"Le fils d'un homme de main de la mafia est témoin d'un meurtre, le forçant, lui et son père, à prendre la route, et son père sur la voie de la rédemption et de la vengeance.","https://m.media-amazon.com/images/M/MV5BOGViZGUxZjItNjJhMS00MjY1LTg0YmEtYzRmNzI2YjY0OTU1XkEyXkFqcGc@._V1_QL75_UX140_CR0,4,140,207_.jpg"
Star Trek Into Darkness,2013,2h 12m,7.7,503.0,"L'équipage du vaisseau spatial Entreprise trouve une force inarretable de terreur parmi les leurs, donc Capitaine Kirk mène une chasse à l'homme jusqu'un monde en guerre afin de capturer une missile de déstruction massive.","https://m.media-amazon.com/images/M/MV5BZDZiMmM1OTMtNTI1ZS00ZWZhLTgwZTktZDdmZjZlNTFkYzkzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Julie (en 12 chapitres),2021,2h 8m,7.7,110.0,"Pendant 4 ans, Julie, une jeune femme, va naviguer dans les eaux troubles de sa vie sentimentale et chercher avec difficulté quelle carrière suivre, ce qui l'amène à jeter un regard réaliste sur qui elle est vraiment.","https://m.media-amazon.com/images/M/MV5BZDgzYmU3NDktMmVmMS00ZGUzLThmMTUtZjIyY2QzNGE1ZDU2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Donnie Brasco,1997,2h 7m,7.7,343.0,"Un agent infiltré du FBI infiltre la foule et s'identifie davantage à la vie mafieuse, au détriment de sa vie normale.","https://m.media-amazon.com/images/M/MV5BNTQyZjAyZTQtMWRmNS00NjM4LWI1NjktYjY1ODBlZjE2ODljXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
Drunk,2020,1h 57m,7.7,211.0,Quatre amis enseignants en lycée testent une théorie selon laquelle ils amélioreront leur vie en maintenant un niveau constant d'alcool dans leur sang.,"https://m.media-amazon.com/images/M/MV5BMzU4Njg4NGQtNGE4Yy00MjM2LTgwNTgtYWJiNGU1ZTY1OGY4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Les Mondes de Ralph,2012,1h 41m,7.7,478.0,"Le méchant d'un jeu vidéo veut devenir un héros et entreprend de réaliser son rêve, mais sa quête a des conséquences désastreuses sur toute la salle de jeu où il habite.","https://m.media-amazon.com/images/M/MV5BNjcxZjE5MTMtZWM0YS00N2ZiLTgzYmMtNWRmMGU1OWFmMzk4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
La Mort dans la peau,2004,1h 48m,7.7,499.0,"Lorsque Jason Bourne est accusé de l'échec d'une opération de la CIA, il est contraint de reprendre sa vie d'assassin et obligé de tuer pour survivre.","https://m.media-amazon.com/images/M/MV5BZTQwYmFjMzctZTBlZi00YjA4LWIwMmEtNjAzMDRlZjkzZDUxXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Le Nom de la rose,1986,2h 10m,7.7,122.0,"Un moine intellectuel enquête sur des morts mystérieuses survenant dans une abbaye isolée, en l'an 1327.","https://m.media-amazon.com/images/M/MV5BNzQ2OWMwOWMtZDU2OS00YWI4LWE1ZmEtMmQ3ZTBiZjg3Yzc0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Clerks : Les Employés modèles,1994,1h 32m,7.7,236.0,"Un jour de la vie de deux employés d'une épicerie, Dante et Randal, pendant lequel ils importunent les clients, parlent de films et jouent au hockey sur le toit du magasin.","https://m.media-amazon.com/images/M/MV5BMjAxODQ5MDk5OF5BMl5BanBnXkFtZTcwNDAwMTYyMQ@@._V1_QL75_UY207_CR6,0,140,207_.jpg"
La montagne sacrée,1973,1h 54m,7.7,50.0,"Dans un monde corrompu et nourri par la cupidité, un alchimiste puissant conduit un personnage ressemblant à Jésus Christ et sept figures matérialistes sur la Montagne sacrée, où ils espèrent atteindre l'illumination.","https://m.media-amazon.com/images/M/MV5BYjVkZjFmODMtYjVjMC00MWU5LWIxZGUtMjQ5MWMwNTBiZmIzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Quand Harry rencontre Sally...,1989,1h 35m,7.7,254.0,"Harry et Sally se connaissent depuis des années et sont très bons amis, et ont peur que le sexe ne vienne ruiner cette belle amitié.","https://m.media-amazon.com/images/M/MV5BM2MyNDdhM2EtM2YxOC00Y2I0LThkOTItOTk2N2NjODY0ZDc5XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
Slevin,2006,1h 50m,7.7,332.0,"Une affaire d'identité erronée conduit Slevin au milieu d'une guerre manigancée par les deux grands rivaux du crime de la ville : le Rabbin et le Boss, alors qu'il est constamment surveillé par l'implacable détective Brikowski.","https://m.media-amazon.com/images/M/MV5BYWU3YmU2NjgtNzBhNi00ZTNkLTk4MDktMTU4MGY0ODJmMDk3XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Les 7 mercenaires,1960,2h 8m,7.7,106.0,Un village de paysans mexicains opprimés embauche sept mercenaires pour les aider à défendre leurs foyers.,"https://m.media-amazon.com/images/M/MV5BODIwMjg4OTQtOTNhZi00ODIxLWJhMTctM2QxYzFlNjAxY2ZiXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
