nom,date,temps,rate,vote,resume,cover,genre,director,imdb_id
Harry Potter et la Coupe de feu,2005,2h 37m,7.7,714,"Cette quatrième année est marquée par le « Tournoi des trois sorciers », évènement réservé aux élèves les plus âgés, mais où Harry a été forcé de participer. Maintenant en lice, il va devoir venir à bout des épreuves et en sortir vivant.","https://m.media-amazon.com/images/M/MV5BMjVhYTJiMTAtZTk2NC00ZjlhLTllOTAtMzM4YjIzZDMyMDlkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,Quentin Tarantino,tt1000062
Y a-t-il un pilote dans l'avion ?,1980,1h 28m,7.7,272,Un homme avec une phobie de voler doit s'assurer que l'avion atterrit en toute sécurité après que les pilotes soient tombés malades.,"https://m.media-amazon.com/images/M/MV5BZDZiZDU0ZjQtMTk3Ni00YTRkLWEzYTctYjFhMGI5N2I5NzI1XkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",Horror,Jordan Peele,tt1000063
French Connection,1971,1h 44m,7.7,144,Deux flics newyorkais du bureau des stupéfiants tombent sur une affaire de contrebande de drogue avec la French Connection.,"https://m.media-amazon.com/images/M/MV5BNjUzMzcyZDAtZTFmOC00ODZmLTlmZGEtYTUxYzYxNmExYTY4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Quentin Tarantino,tt1000064
La vie d'Adèle,2013,3h,7.7,168,"La vie d'Adèle change lorsqu'elle rencontre Emma, une jeune femme aux cheveux bleus qui lui permettra de découvrir le désir et de s'affirmer en tant que femme et en tant qu'adulte. Devant les autres, Adèle grandit, se cherche, se perd et finit par se retrouver à travers amour et perte.","https://m.media-amazon.com/images/M/MV5BNDY0MWE2OGQtNjY1MS00YjE0LWJjZTgtNjM5YWNjMzkwOWU5XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Comedy,Greta Gerwig,tt1000065
Very Bad Trip,2009,1h 40m,7.7,882,"Trois copains se réveillent d'un enterrement de vie de garçon à Las Vegas, sans aucun souvenir de la nuit précédente et du futur marié disparu. Ils font le tour de la ville pour retrouver leur ami avant le mariage.","https://m.media-amazon.com/images/M/MV5BYmIyODg0N2EtYjg5NC00NjdlLWFkZTgtMmE0NzI4ZGM5ODk1XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",Thriller,Steven Spielberg,tt1000066
Ex Machina,2014,1h 48m,7.7,615,Un jeune programmeur est sélectionné pour participer à une expérience novatrice d'intelligence synthétique en évaluant les qualités humaines d'un humanoïde doté d'intelligence artificielle à couper le souffle.,"https://m.media-amazon.com/images/M/MV5BNGUyODhlMjEtYTVkMy00YTg4LWFhNDQtZDhkODkyMmQ2OTY4XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Comedy,Greta Gerwig,tt1000067
Conversation secrète,1974,1h 53m,7.7,130,Un expert en surveillance paranoïaque fait une crise de conscience lorsqu'il soupçonne le meurtre du couple qu'il observe.,"https://m.media-amazon.com/images/M/MV5BNjQwNmQyNzItNDVkYy00M2YwLWI1MDEtOGM5NTkxNDRmY2ZiXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Thriller,Patty Jenkins,tt1000068
Kingsman : Services secrets,2014,2h 9m,7.7,749,"Une organisation d'espionnage recrute un adolescent de la rue grossier mais prometteur pour le programme de formation ultra compétitif de l'agence, alors qu'une menace mondiale émerge d'un génie technicien tordu.","https://m.media-amazon.com/images/M/MV5BMWY5MmYzNGMtMzFjMC00MTUxLThjNDYtZDU4NGZlYjhmMDBkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Jordan Peele,tt1000069
Wind River,2017,1h 47m,7.7,295,Un ancien chasseur aide un agent du FBI à enquêter sur le meurtre d'une jeune femme dans une réserve amérindienne du Wyoming.,"https://m.media-amazon.com/images/M/MV5BNTFhMjEwYWMtNjZkMi00OTA4LWFhOGQtM2Y4MDA4ZTE5ZGEwXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Steven Spielberg,tt1000070
Zodiac,2007,2h 37m,7.7,632,"Entre 1968 et 1983, un dessinateur de San Francisco devient un détective amateur, obsédé par la traque du Tueur du Zodiaque, un individu non identifié qui terrorise et se déchaîne sur la Californie du nord.","https://m.media-amazon.com/images/M/MV5BNDVlOGJiYTAtOTcxNy00ZGY2LWI5OGMtNzk3M2NkMGRhMmVkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Quentin Tarantino,tt1000071
Et... ta mère aussi!,2001,1h 46m,7.7,134,"Au Mexique, deux adolescents et une femme âgée séduisante se lancent dans une virée en voiture et apprennent une ou deux choses sur la vie, l'amitié, le sexe et sur eux-mêmes.","https://m.media-amazon.com/images/M/MV5BY2E1ZWVmZjgtOTMzZC00ODRkLTg4ZmMtODIyZWU1ZjI2ZmI2XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Romance,Steven Spielberg,tt1000072
Ocean's Eleven,2001,1h 56m,7.7,643,Danny Ocean et ses onze complices envisagent de braquer simultanément trois casinos de Las Vegas.,"https://m.media-amazon.com/images/M/MV5BZDQxYzUwYzYtMTNjOS00ZWY1LTllNDYtYTk1ODlkNTljMGUyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Patty Jenkins,tt1000073
Le secret de Brokeback Mountain,2005,2h 14m,7.7,399,"L'histoire d'une relation interdite et secrète entre deux cowboys, et leurs vies au fils des temps","https://m.media-amazon.com/images/M/MV5BNWI5NjQwNmEtOTBlNS00MjNiLWJjMDktMDhmNzBhM2NhYWVkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Denis Villeneuve,tt1000074
Mr. Nobody,2009,2h 21m,7.7,251,"Un garçon se tient debout sur le quai d'une gare alors qu'un train s'apprête à partir. Devrait-il aller avec sa mère ou rester avec son père ? Des possibilités infinies découlent de cette décision. Tant qu'il ne choisit pas, tout est possible.","https://m.media-amazon.com/images/M/MV5BZDBmMzUyZDItZGZkZC00Nzg3LWE0ZjktZDg0Y2Q0NzVhZDdmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Romance,Martin Scorsese,tt1000075
Les Banshees d'Inisherin,2022,1h 54m,7.7,277,"Deux amis de toujours se retrouvent dans une impasse lorsque l'un d'eux met brutalement fin à leur relation, avec des conséquences alarmantes pour tous les deux.","https://m.media-amazon.com/images/M/MV5BNGYzNTcyNzItOWQyZi00NTQxLThjZmItZjA3MmVjZWQ4OTY3XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Horror,Jordan Peele,tt1000076
Captain America : Le Soldat de l'hiver,2014,2h 16m,7.7,930,"Alors que Steve Rogers peine à accepter son rôle dans le monde moderne, il fait équipe avec un autre agent Avenger et S.H.I.E.L.D, Black Widow, pour lutter contre une nouvelle menace de l'histoire: un assassin connu sous le nom de Soldat d'hiver.","https://m.media-amazon.com/images/M/MV5BODlkZjZiNzItMjU0My00ZTZiLThjMjEtYzRmNzliZDM2MTY2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Sci-Fi,Steven Spielberg,tt1000077
"Maman, j'ai raté l'avion !",1990,1h 43m,7.7,693,Un garçon âgé de huit ans doit protéger sa maison contre deux cambrioleurs lorsqu'il se retrouve malencontreusement seul chez lui pendant les fêtes de Noël.,"https://m.media-amazon.com/images/M/MV5BNzNmNmQ2ZDEtMTc1MS00NjNiLThlMGUtZmQxNTg1Nzg5NWMzXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Drama,James Cameron,tt1000078
Mission: Impossible - Fallout,2018,2h 27m,7.7,393,Ethan Hunt accompagné de son équipe de l'agence Mission Impossible et de quelques fidèles alliés sont lancés dans une course contre la montre suite au terrible échec d'une mission.,"https://m.media-amazon.com/images/M/MV5BYWM0OWZlMzYtZWRjOS00OWZmLWJiMmItMmY1MDg3Mzk5ZWIzXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Thriller,Christopher Nolan,tt1000079
The Game,1997,2h 9m,7.7,450,"Lorsqu'un riche banquier a la possibilité de faire partie d'un jeu mystérieux, sa vie est bouleversée lorsqu'il ne parvient plus à faire la distinction entre le jeu et la réalité.","https://m.media-amazon.com/images/M/MV5BZWY1NjJjODktMjhlOS00ZDBlLThjNTMtN2YyMWRlYTg3ZjFmXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Comedy,Christopher Nolan,tt1000080
Lost in Translation,2003,1h 42m,7.7,509,Une vedette de cinéma dépassée et une jeune femme négligée forment un lien improbable après que leurs chemins se croisent à Tokyo.,"https://m.media-amazon.com/images/M/MV5BMTUxMzk0NDg1MV5BMl5BanBnXkFtZTgwNDg0NjkxMDI@._V1_QL75_UX140_CR0,4,140,207_.jpg",Adventure,Patty Jenkins,tt1000081
La vengeance de Monte Cristo,2002,2h 11m,7.7,154,"""Un jeune homme, faussement emprisonné par son """"ami"""" jaloux, s'échappe et utilise un trésor caché pour se venger.""","https://m.media-amazon.com/images/M/MV5BOTA0Yjg0NzYtNTAzZS00YTQ0LWEzNGItNDA1NzQxZTFlNDMxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Action,Martin Scorsese,tt1000082
Des hommes d'honneur,1992,2h 18m,7.7,301,"L'avocat militaire et lieutenant Daniel Kaffee défend les Marines accusés de meurtre, qui disent avoir agit sous ordres.","https://m.media-amazon.com/images/M/MV5BMmUwNTQ2MGItN2QzYi00ZWQ5LTk5ZGQtNGY0YjE5NmY3MDlkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Quentin Tarantino,tt1000083
X-Men : Le Commencement,2011,2h 11m,7.7,744,"En 1962, le gouvernement des États-Unis demande l'aide de mutants dotés de capacités surhumaines pour arrêter un dictateur malveillant qui est déterminé à déclencher la troisième guerre mondiale.","https://m.media-amazon.com/images/M/MV5BMDM1NmVlMjUtYzk2MC00NGUxLWI0MjctNWU0MjkyNWI0OWZhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Adventure,Martin Scorsese,tt1000084
Harry Potter et les Reliques de la Mort : partie 1,2010,2h 26m,7.7,628,"Alors qu'Harry court contre la montre et le mal pour détruire les Horcruxes, il découvre l'existence des trois objets les plus puissants du monde magique: les Reliques de la Mort.","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_QL75_UY207_CR0,0,140,207_.jpg",Comedy,Christopher Nolan,tt1000085
Mulan,1998,1h 27m,7.7,330,"Afin de sauver son père de l'armée, une jeune fille se rend secrètement à sa place et devient l'une des plus grandes héroïnes de la Chine.","https://m.media-amazon.com/images/M/MV5BNGY1OGEwNDEtY2E3OC00ZTllLThjN2EtM2RhZTZmM2RkYTFhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Fantasy,Jordan Peele,tt1000086
Happiness Therapy,2012,2h 2m,7.7,758,"Après un passage dans un établissement psychiatrique, l'ancien professeur Pat Solitano retourne vivre chez ses parents et tente de se réconcilier avec son ex-femme. Les choses deviennent plus difficiles lorsque Pat rencontre Tiffany, une fille mystérieuse qui a ses propres problèmes.","https://m.media-amazon.com/images/M/MV5BMzFmNGVlYWUtNjdlOS00NjA2LTkxODAtMTFhY2MwOGJjNDZmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Romance,Denis Villeneuve,tt1000087
Qui veut la peau de Roger Rabbit,1988,1h 44m,7.7,225,Un détective qui déteste les dessins animés est le seul espoir d'un lapin cherchant à prouver son innocence alors qu'il est accusé de meurtre.,"https://m.media-amazon.com/images/M/MV5BMDNkNGNiNzQtYjVhNS00NzBkLThlNmMtZjFjYzg3YTNjNGVkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Patty Jenkins,tt1000088
Peur primale,1996,2h 9m,7.7,258,Un garçon d'autel est accusé d'avoir assassiné un prêtre et la vérité est enterrée à plusieurs niveaux.,"https://m.media-amazon.com/images/M/MV5BNjEzZTk3MjAtMGRiOS00ODBjLWFhNzUtY2YzN2QxODk2YzYyXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",Fantasy,Greta Gerwig,tt1000089
Gilbert Grape,1993,1h 58m,7.7,261,"Après la mort de son père, Gilbert doit s'occuper de son frère handicapé mental Arnie, et de sa mère obèse. Cette situation est soudainement remise en question, lorsque l'amour entre inopinément dans sa vie.","https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Adventure,Steven Spielberg,tt1000090
O' Brother,2000,1h 47m,7.7,340,"Dans les profondeurs du sud des États-Unis des années 1930, trois hommes condamnés en cavale recherchent un trésor caché alors qu'un homme de loi les poursuit.","https://m.media-amazon.com/images/M/MV5BNzc0YTZiYWYtM2MzMC00YTdmLTljNTktMWRkZDUzNzBiZjRkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,Christopher Nolan,tt1000091
Le shérif est en prison,1974,1h 33m,7.7,158,"Afin de ruiner une ville de l'ouest du pays, un politicien corrompu nomme un shérif noir, qui devient rapidement son plus redoutable adversaire.","https://m.media-amazon.com/images/M/MV5BNTI3Y2Y4NDgtY2I1NS00M2JmLWI5NzEtYTQwYTUwZGQxYzZlXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",Sci-Fi,Denis Villeneuve,tt1000092
Rambo,1982,1h 33m,7.7,288,"L'ancien béret vert John Rambo est poursuivi dans les montagnes entourant une petite ville par un shérif tyrannique et ses adjoints, le forçant à survivre en utilisant à ses compétences de combat.","https://m.media-amazon.com/images/M/MV5BNTdiNGZkMDAtMjI3ZC00YTYyLWI4ODAtNGY4NWNiYmNhODAxXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,Martin Scorsese,tt1000093
Apollo 13,1995,2h 20m,7.7,325,La NASA doit élaborer une stratégie pour ramener Apollo 13 sur Terre en toute sécurité après que l'engin spatial a subi d'importants dommages internes mettant la vie des trois astronautes à bord en danger.,"https://m.media-amazon.com/images/M/MV5BMGZmNGY1OTAtNjFkYS00MjcyLWFlZjUtYzEyMDllZGZhMzM3XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",Thriller,Christopher Nolan,tt1000094
Empire du soleil,1987,2h 33m,7.7,138,"Pendant la Seconde Guerre mondiale., un jeune garçon anglais lutte pour survivre sous l'occupation japonaise.","https://m.media-amazon.com/images/M/MV5BNWRjYzRhNDgtYjFkZS00NGM3LWExN2UtZWIzMGYwYmRlNTdjXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Christopher Nolan,tt1000095
Man on Fire,2004,2h 26m,7.7,402,"À Mexico, un ancien assassin jure à venger ceux qui ont commis une acte innomable contre la famille qui il devait protéger.","https://m.media-amazon.com/images/M/MV5BMzU3YmNhNGQtZjE4Ni00NzY5LWE3NDgtMDdjMmRhOWNiOWQ5XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",Action,Jordan Peele,tt1000096
Godzilla Minus One,2023,2h 4m,7.7,168,"Le Japon d'après-guerre est au plus bas lorsqu'une nouvelle crise émerge sous la forme d'un monstre géant, baptisé par l'effroyable puissance de la bombe atomique.","https://m.media-amazon.com/images/M/MV5BMjc5MjllMGUtMDIwMS00ZDVkLWEzODQtM2NlMTMwMTZhNThmXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Comedy,James Cameron,tt1000097
L'Inspecteur Harry,1971,1h 42m,7.7,174,"Quand un fou se faisant appeler ""le tueur du Scorpion"" menace la ville de San Francisco, l'inspecteur de police ""Dirty"" Harry Callahan est chargé de retrouver et de démasquer le psychopathe.","https://m.media-amazon.com/images/M/MV5BMTkzMzgxMzQ0NF5BMl5BanBnXkFtZTgwNDQ2OTM5NDE@._V1_QL75_UY207_CR7,0,140,207_.jpg",Horror,Steven Spielberg,tt1000098
L'homme qui voulut être roi,1975,2h 9m,7.7,54,"Deux anciens soldats britanniques décident de devenir rois au Kafiristan, une terre où aucun homme blanc n'a mis les pieds depuis Alexandre le Grand.","https://m.media-amazon.com/images/M/MV5BNDUwNTc1M2MtMjIxMC00ZDZiLWFmNGUtMjA3MDQwM2Y0YTVlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Jordan Peele,tt1000099
Birdman ou (La Surprenante vertu de l'ignorance),2014,1h 59m,7.7,681,"Un acteur super-héros égaré tente de faire revivre sa carrière en écrivant, mettant en scène et jouant dans une production de Broadway.","https://m.media-amazon.com/images/M/MV5BOGEyZjY3N2QtNDg1ZS00MTZiLWFlYjMtODJiMGQxNjQ0NjY0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,Christopher Nolan,tt1000100
Taken,2008,1h 30m,7.7,653,Un agent de la CIA à la retraite parcourt l'Europe et s'appuie sur ses anciennes compétences pour sauver sa fille qui a été enlevée lors de vacances à Paris.,"https://m.media-amazon.com/images/M/MV5BYjk2OGJlYjQtNWM5OS00YjlkLWJlNjAtYWIzOTU5NjIzYzEzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Thriller,Jordan Peele,tt1000101
Le garçon au pyjama rayé,2008,1h 34m,7.7,261,"L'histoire se déroule pendant la Seconde Guerre mondiale et se déroule à travers les yeux innocents de Bruno, le fils de huit ans du commandant d'un camp de concentration allemand, dont l'amitié interdite avec un garçon juif de l'autre côté de la barrière du camp a des retombés saisissantes et imprévues.","https://m.media-amazon.com/images/M/MV5BMTMzMTc3MjA5NF5BMl5BanBnXkFtZTcwOTk3MDE5MQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",Action,Christopher Nolan,tt1000102
Une merveilleuse histoire du temps,2014,2h 3m,7.7,495,Regard sur la relation entre le célèbre physicien Stephen Hawking et sa femme.,"https://m.media-amazon.com/images/M/MV5BNTg1NDUwZTAtMWMyZS00NGFmLWFjZjQtMmFhN2MwOTU4NDc5XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Drama,Patty Jenkins,tt1000103
Glengarry,1992,1h 40m,7.7,121,Un regard sur les machinations qui se trament dans les coulisses d'une agence immobilière.,"https://m.media-amazon.com/images/M/MV5BM2Q5NDA1ODctNmM4Yy00Yjk4LTg2ZTUtZTJjYzYyMjA2MTdmXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Comedy,Martin Scorsese,tt1000104
Bienvenue à Gattaca,1997,1h 46m,7.7,335,Un homme génétiquement inférieur prend l'identité d'un homme supérieur afin de poursuivre son rêve de voyager dans l'espace.,"https://m.media-amazon.com/images/M/MV5BODdkNzE4ZTEtNDJkMC00YjE4LWJjNjgtM2FiMTdmYjNiOTk3XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Adventure,Steven Spielberg,tt1000105
Argo,2012,2h,7.7,651,"Iran, 1979. En clandestin en tant que producteur de film à Hollywood à la recherche d'un emplacement pour un film de science-fiction, un agent du CIA lance une opération dangereuse afin de délivrer six Américains à Téhéran pendant la crise des otages.","https://m.media-amazon.com/images/M/MV5BNTBkODA3MGYtM2E0ZC00NzQ3LTg4MmItYWI3NWNkODFmMWMxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Action,Steven Spielberg,tt1000106
La Grande Aventure Lego,2014,1h 40m,7.7,400,"""Un ouvrier du bâtiment ordinaire considéré comme étant """"spécial"""" est recruté pour rejoindre une quête visant à empêcher un tyran diabolique de coller l'univers LEGO dans une paralysie éternelle.""","https://m.media-amazon.com/images/M/MV5BNWM3ZDk4ZTgtNDE3ZS00NjdhLThiMDctZmJhZDdmZjBmMGIyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,Martin Scorsese,tt1000107
Beignets de tomates vertes,1991,2h 10m,7.7,87,Une femme au foyer désabusée se lie d'amitié avec une vieille dame dans une maison de retraite et est fascinée par les histoires qu'elle raconte sur les personnes qui ont croisé son existence.,"https://m.media-amazon.com/images/M/MV5BNjQ4NTk5YjktNjc3NC00ZmY1LWI1ZGQtMjAzODY2MDUwMGIzXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Romance,Jordan Peele,tt1000108
Raison et sentiments,1995,2h 16m,7.7,131,"M. Dashwood, aisé, meurt, laissant sa deuxième femme et ses trois filles pauvres selon les règles de l'héritage. Les deux filles aînées sont les contraires titulaires.","https://m.media-amazon.com/images/M/MV5BY2E3NDBkY2UtYTVmZS00MmViLTgxZjMtNzUzM2IzN2MzZDY2XkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",Comedy,Patty Jenkins,tt1000109
La Nuit des masques,1978,1h 31m,7.7,322,"Quinze ans après avoir assassiné sa soeur le soir d'Halloween en 1963, Michael Myers s'échappe d'un hôpital psychiatrique et retourne dans la petite ville de Haddonfield pour tuer à nouveau.","https://m.media-amazon.com/images/M/MV5BOGUzZWJkMzMtZWQ5YS00NmMzLTk4ZDItM2E5Njg2YTMyY2UyXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Comedy,Martin Scorsese,tt1000110
Naked,1993,2h 11m,7.7,46,"Les histoires parallèles de deux hommes obsédés sexuellement, l'un blessant et violentant les femmes physiquement et mentalement, l'autre errant dans la ville en parlant à des étrangers et en faisant l'expérience de la vie.","https://m.media-amazon.com/images/M/MV5BMzczYjlkYWQtNmMzMi00YWY0LWE5ZWYtNmRkMjA1MDczN2ZiXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Adventure,Greta Gerwig,tt1000111
Collision,2004,1h 52m,7.7,455,"Des citoyens de Los Angeles à vies complètement diverses se heurtent dans des histoires entrelacées de race, de perte et de rédemption.","https://m.media-amazon.com/images/M/MV5BY2MzYjJhYjktMjNiNi00YjQ0LWJiNWQtOTQxOGM1ZDliYzliXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Jordan Peele,tt1000112
Un coeur à l'envers,2010,1h 30m,7.7,102,"Deux adolescents éprouvent des sentiments mutuels, alors qu'ils sont complètement opposés.","https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",Thriller,Denis Villeneuve,tt1000113
Gravity,2013,1h 31m,7.7,880,Deux astronautes s'unissent pour survivre après un accident les laissant perds dans l'espace.,"https://m.media-amazon.com/images/M/MV5BODcwNWUzNDEtYmU4MC00YWRjLWEyMTItZWU1OTg4ZTExNGFkXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Fantasy,Greta Gerwig,tt1000114
Les sentiers de la perdition,2002,1h 57m,7.7,292,"Le fils d'un homme de main de la mafia est témoin d'un meurtre, le forçant, lui et son père, à prendre la route, et son père sur la voie de la rédemption et de la vengeance.","https://m.media-amazon.com/images/M/MV5BOGViZGUxZjItNjJhMS00MjY1LTg0YmEtYzRmNzI2YjY0OTU1XkEyXkFqcGc@._V1_QL75_UX140_CR0,4,140,207_.jpg",Fantasy,James Cameron,tt1000115
Star Trek Into Darkness,2013,2h 12m,7.7,503,"L'équipage du vaisseau spatial Entreprise trouve une force inarretable de terreur parmi les leurs, donc Capitaine Kirk mène une chasse à l'homme jusqu'un monde en guerre afin de capturer une missile de déstruction massive.","https://m.media-amazon.com/images/M/MV5BZDZiMmM1OTMtNTI1ZS00ZWZhLTgwZTktZDdmZjZlNTFkYzkzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,Christopher Nolan,tt1000116
